"Step","solo vs group - acc_train","solo vs group - acc_train__MIN","solo vs group - acc_train__MAX","feedback no time shift - acc_train","feedback no time shift - acc_train__MIN","feedback no time shift - acc_train__MAX","feedback - acc_train","feedback - acc_train__MIN","feedback - acc_train__MAX","gender - acc_train","gender - acc_train__MIN","gender - acc_train__MAX","friendship - acc_train","friendship - acc_train__MIN","friendship - acc_train__MAX"
"15","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.6848767995834351","0.6848767995834351","0.6848767995834351","0.6421076655387878","0.6421076655387878","0.6421076655387878","0.6616104245185852","0.6616104245185852","0.6616104245185852","0.6755816340446472","0.6755816340446472","0.6755816340446472"
"16","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.6847057342529297","0.6847057342529297","0.6847057342529297","0.6440465450286865","0.6440465450286865","0.6440465450286865","0.6598996520042419","0.6598996520042419","0.6598996520042419","0.6983348727226257","0.6983348727226257","0.6983348727226257"
"17","0.7497148513793945","0.7497148513793945","0.7497148513793945","0.70306795835495","0.70306795835495","0.70306795835495","0.6544821858406067","0.6544821858406067","0.6544821858406067","0.6591582894325256","0.6591582894325256","0.6591582894325256","0.727588951587677","0.727588951587677","0.727588951587677"
"18","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.7049497961997986","0.7049497961997986","0.7049497961997986","0.6616104245185852","0.6616104245185852","0.6616104245185852","0.6600707173347473","0.6600707173347473","0.6600707173347473","0.7453809380531311","0.7453809380531311","0.7453809380531311"
"19","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.7108234167098999","0.7108234167098999","0.7108234167098999","0.6668567657470703","0.6668567657470703","0.6668567657470703","0.6682823896408081","0.6682823896408081","0.6682823896408081","0.7461222410202026","0.7461222410202026","0.7461222410202026"
"20","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.7205747961997986","0.7205747961997986","0.7205747961997986","0.6736997961997986","0.6736997961997986","0.6736997961997986","0.6762659549713135","0.6762659549713135","0.6762659549713135","0.7525091171264648","0.7525091171264648","0.7525091171264648"
"21","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.7227988243103027","0.7227988243103027","0.7227988243103027","0.6803147792816162","0.6803147792816162","0.6803147792816162","0.6878991723060608","0.6878991723060608","0.6878991723060608","0.7591241002082825","0.7591241002082825","0.7591241002082825"
"22","0.7492586374282837","0.7492586374282837","0.7492586374282837","0.7295278310775757","0.7295278310775757","0.7295278310775757","0.6825387477874756","0.6825387477874756","0.6825387477874756","0.7044366002082825","0.7044366002082825","0.7044366002082825","0.7619753479957581","0.7619753479957581","0.7619753479957581"
"23","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.7292426824569702","0.7292426824569702","0.7292426824569702","0.6889826655387878","0.6889826655387878","0.6889826655387878","0.7350022792816162","0.7350022792816162","0.7350022792816162","0.7683051824569702","0.7683051824569702","0.7683051824569702"
"24","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.7382527589797974","0.7382527589797974","0.7382527589797974","0.68744295835495","0.68744295835495","0.68744295835495","0.751026451587677","0.751026451587677","0.751026451587677","0.7794252038002014","0.7794252038002014","0.7794252038002014"
"25","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.7441263794898987","0.7441263794898987","0.7441263794898987","0.6900661587715149","0.6900661587715149","0.6900661587715149","0.7668225169181824","0.7668225169181824","0.7668225169181824","0.7773722410202026","0.7773722410202026","0.7773722410202026"
"26","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.7450957894325256","0.7450957894325256","0.7450957894325256","0.6944000720977783","0.6944000720977783","0.6944000720977783","0.7720688581466675","0.7720688581466675","0.7720688581466675","0.7824475169181824","0.7824475169181824","0.7824475169181824"
"27","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.7490875720977783","0.7490875720977783","0.7490875720977783","0.6949703693389893","0.6949703693389893","0.6949703693389893","0.7770871520042419","0.7770871520042419","0.7770871520042419","0.780166506767273","0.780166506767273","0.780166506767273"
"28","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.7576414346694946","0.7576414346694946","0.7576414346694946","0.6976505517959595","0.6976505517959595","0.6976505517959595","0.7820483446121216","0.7820483446121216","0.7820483446121216","0.7859830856323242","0.7859830856323242","0.7859830856323242"
"29","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.7579835653305054","0.7579835653305054","0.7579835653305054","0.6991902589797974","0.6991902589797974","0.6991902589797974","0.7885492444038391","0.7885492444038391","0.7885492444038391","0.7862111926078796","0.7862111926078796","0.7862111926078796"
"30","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.7606067657470703","0.7606067657470703","0.7606067657470703","0.6997034549713135","0.6997034549713135","0.6997034549713135","0.7848996520042419","0.7848996520042419","0.7848996520042419","0.7851847410202026","0.7851847410202026","0.7851847410202026"
"31","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.7717267274856567","0.7717267274856567","0.7717267274856567","0.6959397792816162","0.6959397792816162","0.6959397792816162","0.7941377758979797","0.7941377758979797","0.7941377758979797","0.7768020033836365","0.7768020033836365","0.7768020033836365"
"32","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.7722969651222229","0.7722969651222229","0.7722969651222229","0.7009580135345459","0.7009580135345459","0.7009580135345459","0.7874087691307068","0.7874087691307068","0.7874087691307068","0.787979006767273","0.787979006767273","0.787979006767273"
"33","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.7784557342529297","0.7784557342529297","0.7784557342529297","0.7005017995834351","0.7005017995834351","0.7005017995834351","0.7926551103591919","0.7926551103591919","0.7926551103591919","0.7930542826652527","0.7930542826652527","0.7930542826652527"
"34","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.7870665788650513","0.7870665788650513","0.7870665788650513","0.7013002038002014","0.7013002038002014","0.7013002038002014","0.7918567657470703","0.7918567657470703","0.7918567657470703","0.7954493761062622","0.7954493761062622","0.7954493761062622"
"35","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.7932823896408081","0.7932823896408081","0.7932823896408081","0.7061473727226257","0.7061473727226257","0.7061473727226257","0.7949931621551514","0.7949931621551514","0.7949931621551514","0.7980154752731323","0.7980154752731323","0.7980154752731323"
"36","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.7950502038002014","0.7950502038002014","0.7950502038002014","0.7055200934410095","0.7055200934410095","0.7055200934410095","0.7919707894325256","0.7919707894325256","0.7919707894325256","0.7913435101509094","0.7913435101509094","0.7913435101509094"
"37","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.8074247241020203","0.8074247241020203","0.8074247241020203","0.7120780348777771","0.7120780348777771","0.7120780348777771","0.8017221689224243","0.8017221689224243","0.8017221689224243","0.794822096824646","0.794822096824646","0.794822096824646"
"38","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.8098767995834351","0.8098767995834351","0.8098767995834351","0.7074589133262634","0.7074589133262634","0.7074589133262634","0.7939667105674744","0.7939667105674744","0.7939667105674744","0.7970460653305054","0.7970460653305054","0.7970460653305054"
"39","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.8141537308692932","0.8141537308692932","0.8141537308692932","0.7076300382614136","0.7076300382614136","0.7076300382614136","0.7993270754814148","0.7993270754814148","0.7993270754814148","0.799954354763031","0.799954354763031","0.799954354763031"
"40","0.7492586374282837","0.7492586374282837","0.7492586374282837","0.82025545835495","0.82025545835495","0.82025545835495","0.7006729245185852","0.7006729245185852","0.7006729245185852","0.7944229245185852","0.7944229245185852","0.7944229245185852","0.7997832894325256","0.7997832894325256","0.7997832894325256"
"41","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.830120861530304","0.830120861530304","0.830120861530304","0.7059192657470703","0.7059192657470703","0.7059192657470703","0.8032048344612122","0.8032048344612122","0.8032048344612122","0.793168306350708","0.793168306350708","0.793168306350708"
"42","0.7497718930244446","0.7497718930244446","0.7497718930244446","0.8326300382614136","0.8326300382614136","0.8326300382614136","0.7139028310775757","0.7139028310775757","0.7139028310775757","0.7998403310775757","0.7998403310775757","0.7998403310775757","0.7970460653305054","0.7970460653305054","0.7970460653305054"
"43","0.7497148513793945","0.7497148513793945","0.7497148513793945","0.8339986205101013","0.8339986205101013","0.8339986205101013","0.7163549065589905","0.7163549065589905","0.7163549065589905","0.806683361530304","0.806683361530304","0.806683361530304","0.7997262477874756","0.7997262477874756","0.7997262477874756"
"44","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.8422673344612122","0.8422673344612122","0.8422673344612122","0.7151573896408081","0.7151573896408081","0.7151573896408081","0.8038891553878784","0.8038891553878784","0.8038891553878784","0.8030337691307068","0.8030337691307068","0.8030337691307068"
"45","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.8485971689224243","0.8485971689224243","0.8485971689224243","0.7161267995834351","0.7161267995834351","0.7161267995834351","0.8044593930244446","0.8044593930244446","0.8044593930244446","0.8016651272773743","0.8016651272773743","0.8016651272773743"
"46","0.7493156790733337","0.7493156790733337","0.7493156790733337","0.85943204164505","0.85943204164505","0.85943204164505","0.7152144312858582","0.7152144312858582","0.7152144312858582","0.8020642995834351","0.8020642995834351","0.8020642995834351","0.8038321137428284","0.8038321137428284","0.8038321137428284"
"47","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.860401451587677","0.860401451587677","0.860401451587677","0.7107093930244446","0.7107093930244446","0.7107093930244446","0.8027486205101013","0.8027486205101013","0.8027486205101013","0.8064553141593933","0.8064553141593933","0.8064553141593933"
"48","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.8646783828735352","0.8646783828735352","0.8646783828735352","0.7141879796981812","0.7141879796981812","0.7141879796981812","0.8059991002082825","0.8059991002082825","0.8059991002082825","0.8059420585632324","0.8059420585632324","0.8059420585632324"
"49","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.8686701655387878","0.8686701655387878","0.8686701655387878","0.7159557342529297","0.7159557342529297","0.7159557342529297","0.8107892274856567","0.8107892274856567","0.8107892274856567","0.8032048344612122","0.8032048344612122","0.8032048344612122"
"50","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.8812157511711121","0.8812157511711121","0.8812157511711121","0.7135606408119202","0.7135606408119202","0.7135606408119202","0.8092495203018188","0.8092495203018188","0.8092495203018188","0.8013800382614136","0.8013800382614136","0.8013800382614136"
"51","0.7492016553878784","0.7492016553878784","0.7492016553878784","0.8778512477874756","0.8778512477874756","0.8778512477874756","0.715613603591919","0.715613603591919","0.715613603591919","0.8073676824569702","0.8073676824569702","0.8073676824569702","0.8123859167098999","0.8123859167098999","0.8123859167098999"
"52","0.7491446137428284","0.7491446137428284","0.7491446137428284","0.8831546306610107","0.8831546306610107","0.8831546306610107","0.7180086374282837","0.7180086374282837","0.7180086374282837","0.8110743761062622","0.8110743761062622","0.8110743761062622","0.8093065619468689","0.8093065619468689","0.8093065619468689"
"53","0.7492016553878784","0.7492016553878784","0.7492016553878784","0.8933051824569702","0.8933051824569702","0.8933051824569702","0.7212591171264648","0.7212591171264648","0.7212591171264648","0.8128991723060608","0.8128991723060608","0.8128991723060608","0.8070825934410095","0.8070825934410095","0.8070825934410095"
"54","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.897354006767273","0.897354006767273","0.897354006767273","0.7253649830818176","0.7253649830818176","0.7253649830818176","0.818202555179596","0.818202555179596","0.818202555179596","0.8153512477874756","0.8153512477874756","0.8153512477874756"
"55","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9026003479957581","0.9026003479957581","0.9026003479957581","0.7211450934410095","0.7211450934410095","0.7211450934410095","0.81255704164505","0.81255704164505","0.81255704164505","0.8087363243103027","0.8087363243103027","0.8087363243103027"
"56","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.9075045585632324","0.9075045585632324","0.9075045585632324","0.725479006767273","0.725479006767273","0.725479006767273","0.8154082894325256","0.8154082894325256","0.8154082894325256","0.8197422623634338","0.8197422623634338","0.8197422623634338"
"57","0.7497148513793945","0.7497148513793945","0.7497148513793945","0.9091582894325256","0.9091582894325256","0.9091582894325256","0.7213731408119202","0.7213731408119202","0.7213731408119202","0.8174042105674744","0.8174042105674744","0.8174042105674744","0.819286048412323","0.819286048412323","0.819286048412323"
"58","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9182253479957581","0.9182253479957581","0.9182253479957581","0.7255930304527283","0.7255930304527283","0.7255930304527283","0.814552903175354","0.814552903175354","0.814552903175354","0.8226505517959595","0.8226505517959595","0.8226505517959595"
"59","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9215898513793945","0.9215898513793945","0.9215898513793945","0.7328923344612122","0.7328923344612122","0.7328923344612122","0.8210538029670715","0.8210538029670715","0.8210538029670715","0.8220803141593933","0.8220803141593933","0.8220803141593933"
"60","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.9268361926078796","0.9268361926078796","0.9268361926078796","0.7279881238937378","0.7279881238937378","0.7279881238937378","0.8208827376365662","0.8208827376365662","0.8208827376365662","0.8262431621551514","0.8262431621551514","0.8262431621551514"
"61","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9303147792816162","0.9303147792816162","0.9303147792816162","0.7304402589797974","0.7304402589797974","0.7304402589797974","0.8230497241020203","0.8230497241020203","0.8230497241020203","0.8228786587715149","0.8228786587715149","0.8228786587715149"
"62","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.9312272071838379","0.9312272071838379","0.9312272071838379","0.7294137477874756","0.7294137477874756","0.7294137477874756","0.8196281790733337","0.8196281790733337","0.8196281790733337","0.8238480687141418","0.8238480687141418","0.8238480687141418"
"63","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.935390055179596","0.935390055179596","0.935390055179596","0.7352874279022217","0.7352874279022217","0.7352874279022217","0.8247034549713135","0.8247034549713135","0.8247034549713135","0.8226505517959595","0.8226505517959595","0.8226505517959595"
"64","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9397810101509094","0.9397810101509094","0.9397810101509094","0.730668306350708","0.730668306350708","0.730668306350708","0.8251596689224243","0.8251596689224243","0.8251596689224243","0.8267563581466675","0.8267563581466675","0.8267563581466675"
"65","0.7497718930244446","0.7497718930244446","0.7497718930244446","0.9419479966163635","0.9419479966163635","0.9419479966163635","0.7321509718894958","0.7321509718894958","0.7321509718894958","0.827098548412323","0.827098548412323","0.827098548412323","0.8255588412284851","0.8255588412284851","0.8255588412284851"
"66","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.944229006767273","0.944229006767273","0.944229006767273","0.7328352928161621","0.7328352928161621","0.7328352928161621","0.8286952376365662","0.8286952376365662","0.8286952376365662","0.8331432342529297","0.8331432342529297","0.8331432342529297"
"67","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9516423344612122","0.9516423344612122","0.9516423344612122","0.7369411587715149","0.7369411587715149","0.7369411587715149","0.8241902589797974","0.8241902589797974","0.8241902589797974","0.8261861205101013","0.8261861205101013","0.8261861205101013"
"68","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9499315619468689","0.9499315619468689","0.9499315619468689","0.7369411587715149","0.7369411587715149","0.7369411587715149","0.8246464133262634","0.8246464133262634","0.8246464133262634","0.830177903175354","0.830177903175354","0.830177903175354"
"69","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9542654752731323","0.9542654752731323","0.9542654752731323","0.7376254796981812","0.7376254796981812","0.7376254796981812","0.822422444820404","0.822422444820404","0.822422444820404","0.8322878479957581","0.8322878479957581","0.8322878479957581"
"70","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9568886756896973","0.9568886756896973","0.9568886756896973","0.7363138794898987","0.7363138794898987","0.7363138794898987","0.8273266553878784","0.8273266553878784","0.8273266553878784","0.8363937139511108","0.8363937139511108","0.8363937139511108"
"71","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9604812860488892","0.9604812860488892","0.9604812860488892","0.7403627038002014","0.7403627038002014","0.7403627038002014","0.8305200934410095","0.8305200934410095","0.8305200934410095","0.8382185101509094","0.8382185101509094","0.8382185101509094"
"72","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.9576300382614136","0.9576300382614136","0.9576300382614136","0.7405907511711121","0.7405907511711121","0.7405907511711121","0.8289803862571716","0.8289803862571716","0.8289803862571716","0.8384466171264648","0.8384466171264648","0.8384466171264648"
"73","0.7498289346694946","0.7498289346694946","0.7498289346694946","0.9627622961997986","0.9627622961997986","0.9627622961997986","0.7446966171264648","0.7446966171264648","0.7446966171264648","0.830120861530304","0.830120861530304","0.830120861530304","0.8430086374282837","0.8430086374282837","0.8430086374282837"
"74","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9651003479957581","0.9651003479957581","0.9651003479957581","0.7405337691307068","0.7405337691307068","0.7405337691307068","0.8288093209266663","0.8288093209266663","0.8288093209266663","0.8373631238937378","0.8373631238937378","0.8373631238937378"
"75","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.96869295835495","0.96869295835495","0.96869295835495","0.7385378479957581","0.7385378479957581","0.7385378479957581","0.8363366723060608","0.8363366723060608","0.8363366723060608","0.8410698175430298","0.8410698175430298","0.8410698175430298"
"76","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9698904752731323","0.9698904752731323","0.9698904752731323","0.7397924065589905","0.7397924065589905","0.7397924065589905","0.8318886756896973","0.8318886756896973","0.8318886756896973","0.8408417105674744","0.8408417105674744","0.8408417105674744"
"77","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9717723727226257","0.9717723727226257","0.9717723727226257","0.7457230687141418","0.7457230687141418","0.7457230687141418","0.8334283828735352","0.8334283828735352","0.8334283828735352","0.8424954414367676","0.8424954414367676","0.8424954414367676"
"78","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9729128479957581","0.9729128479957581","0.9729128479957581","0.7439553141593933","0.7439553141593933","0.7439553141593933","0.8315465450286865","0.8315465450286865","0.8315465450286865","0.8470004200935364","0.8470004200935364","0.8470004200935364"
"79","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.9741103649139404","0.9741103649139404","0.9741103649139404","0.7461792826652527","0.7461792826652527","0.7461792826652527","0.8351961374282837","0.8351961374282837","0.8351961374282837","0.8485401272773743","0.8485401272773743","0.8485401272773743"
"80","0.7493156790733337","0.7493156790733337","0.7493156790733337","0.972855806350708","0.972855806350708","0.972855806350708","0.7486883997917175","0.7486883997917175","0.7486883997917175","0.8353102207183838","0.8353102207183838","0.8353102207183838","0.8485971689224243","0.8485971689224243","0.8485971689224243"
"81","0.7493156790733337","0.7493156790733337","0.7493156790733337","0.9782162308692932","0.9782162308692932","0.9782162308692932","0.7508553862571716","0.7508553862571716","0.7508553862571716","0.8341696858406067","0.8341696858406067","0.8341696858406067","0.8480839133262634","0.8480839133262634","0.8480839133262634"
"82","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.9803261756896973","0.9803261756896973","0.9803261756896973","0.7476619482040405","0.7476619482040405","0.7476619482040405","0.8399863243103027","0.8399863243103027","0.8399863243103027","0.8511633276939392","0.8511633276939392","0.8511633276939392"
"83","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9771897792816162","0.9771897792816162","0.9771897792816162","0.7525661587715149","0.7525661587715149","0.7525661587715149","0.8381044864654541","0.8381044864654541","0.8381044864654541","0.8475136756896973","0.8475136756896973","0.8475136756896973"
"84","0.7493156790733337","0.7493156790733337","0.7493156790733337","0.9802121520042419","0.9802121520042419","0.9802121520042419","0.755702555179596","0.755702555179596","0.755702555179596","0.8371350169181824","0.8371350169181824","0.8371350169181824","0.8504219651222229","0.8504219651222229","0.8504219651222229"
"85","0.7492586374282837","0.7492586374282837","0.7492586374282837","0.9818088412284851","0.9818088412284851","0.9818088412284851","0.7513116002082825","0.7513116002082825","0.7513116002082825","0.8405565619468689","0.8405565619468689","0.8405565619468689","0.8541286587715149","0.8541286587715149","0.8541286587715149"
"86","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9830063581466675","0.9830063581466675","0.9830063581466675","0.7603216171264648","0.7603216171264648","0.7603216171264648","0.8318316340446472","0.8318316340446472","0.8318316340446472","0.8576071858406067","0.8576071858406067","0.8576071858406067"
"87","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.9857435822486877","0.9857435822486877","0.9857435822486877","0.7560446858406067","0.7560446858406067","0.7560446858406067","0.8376482725143433","0.8376482725143433","0.8376482725143433","0.8550410270690918","0.8550410270690918","0.8550410270690918"
"88","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.986484944820404","0.986484944820404","0.986484944820404","0.7553033828735352","0.7553033828735352","0.7553033828735352","0.8405565619468689","0.8405565619468689","0.8405565619468689","0.8584055304527283","0.8584055304527283","0.8584055304527283"
"89","0.7497718930244446","0.7497718930244446","0.7497718930244446","0.9871692657470703","0.9871692657470703","0.9871692657470703","0.7559306621551514","0.7559306621551514","0.7559306621551514","0.8419252038002014","0.8419252038002014","0.8419252038002014","0.859375","0.859375","0.859375"
"90","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.9872832894325256","0.9872832894325256","0.9872832894325256","0.759865403175354","0.759865403175354","0.759865403175354","0.845859944820404","0.845859944820404","0.845859944820404","0.8584625720977783","0.8584625720977783","0.8584625720977783"
"91","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.987454354763031","0.987454354763031","0.987454354763031","0.7575843930244446","0.7575843930244446","0.7575843930244446","0.841697096824646","0.841697096824646","0.841697096824646","0.8605725169181824","0.8605725169181824","0.8605725169181824"
"92","0.7498289346694946","0.7498289346694946","0.7498289346694946","0.9899064898490906","0.9899064898490906","0.9899064898490906","0.7641993761062622","0.7641993761062622","0.7641993761062622","0.8395301103591919","0.8395301103591919","0.8395301103591919","0.8605154752731323","0.8605154752731323","0.8605154752731323"
"93","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9896213412284851","0.9896213412284851","0.9896213412284851","0.7622034549713135","0.7622034549713135","0.7622034549713135","0.8415259718894958","0.8415259718894958","0.8415259718894958","0.8602874279022217","0.8602874279022217","0.8602874279022217"
"94","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.99213045835495","0.99213045835495","0.99213045835495","0.7613480687141418","0.7613480687141418","0.7613480687141418","0.8426094651222229","0.8426094651222229","0.8426094651222229","0.8613138794898987","0.8613138794898987","0.8613138794898987"
"95","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9920734167098999","0.9920734167098999","0.9920734167098999","0.7641993761062622","0.7641993761062622","0.7641993761062622","0.8431227207183838","0.8431227207183838","0.8431227207183838","0.8637089133262634","0.8637089133262634","0.8637089133262634"
"96","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.9924726486206055","0.9924726486206055","0.9924726486206055","0.7691035270690918","0.7691035270690918","0.7691035270690918","0.8460310101509094","0.8460310101509094","0.8460310101509094","0.8615989685058594","0.8615989685058594","0.8615989685058594"
"97","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9929858446121216","0.9929858446121216","0.9929858446121216","0.7649977207183838","0.7649977207183838","0.7649977207183838","0.8452897071838379","0.8452897071838379","0.8452897071838379","0.8678718209266663","0.8678718209266663","0.8678718209266663"
