"Step","solo vs group - acc_train","solo vs group - acc_train__MIN","solo vs group - acc_train__MAX","feedback no time shift - acc_train","feedback no time shift - acc_train__MIN","feedback no time shift - acc_train__MAX","feedback - acc_train","feedback - acc_train__MIN","feedback - acc_train__MAX","gender - acc_train","gender - acc_train__MIN","gender - acc_train__MAX","friendship - acc_train","friendship - acc_train__MIN","friendship - acc_train__MAX"
"98","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9925866723060608","0.9925866723060608","0.9925866723060608","0.7689324617385864","0.7689324617385864","0.7689324617385864","0.8456888794898987","0.8456888794898987","0.8456888794898987","0.866161048412323","0.866161048412323","0.866161048412323"
"99","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.9950387477874756","0.9950387477874756","0.9950387477874756","0.7641993761062622","0.7641993761062622","0.7641993761062622","0.84369295835495","0.84369295835495","0.84369295835495","0.8666742444038391","0.8666742444038391","0.8666742444038391"
"100","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9948676824569702","0.9948676824569702","0.9948676824569702","0.7672787308692932","0.7672787308692932","0.7672787308692932","0.8473996520042419","0.8473996520042419","0.8473996520042419","0.8698676824569702","0.8698676824569702","0.8698676824569702"
"101","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.9949247241020203","0.9949247241020203","0.9949247241020203","0.7659101486206055","0.7659101486206055","0.7659101486206055","0.8496806621551514","0.8496806621551514","0.8496806621551514","0.8675296306610107","0.8675296306610107","0.8675296306610107"
"102","0.7497148513793945","0.7497148513793945","0.7497148513793945","0.9959511756896973","0.9959511756896973","0.9959511756896973","0.7706432342529297","0.7706432342529297","0.7706432342529297","0.8460310101509094","0.8460310101509094","0.8460310101509094","0.8676437139511108","0.8676437139511108","0.8676437139511108"
"103","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9961792826652527","0.9961792826652527","0.9961792826652527","0.7730383276939392","0.7730383276939392","0.7730383276939392","0.8472855687141418","0.8472855687141418","0.8472855687141418","0.8703809380531311","0.8703809380531311","0.8703809380531311"
"104","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9967495203018188","0.9967495203018188","0.9967495203018188","0.7717267274856567","0.7717267274856567","0.7717267274856567","0.8508211374282837","0.8508211374282837","0.8508211374282837","0.8731752038002014","0.8731752038002014","0.8731752038002014"
"105","0.7492586374282837","0.7492586374282837","0.7492586374282837","0.996863603591919","0.996863603591919","0.996863603591919","0.7728102207183838","0.7728102207183838","0.7728102207183838","0.8497946858406067","0.8497946858406067","0.8497946858406067","0.8722627758979797","0.8722627758979797","0.8722627758979797"
"106","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9968065619468689","0.9968065619468689","0.9968065619468689","0.7711564898490906","0.7711564898490906","0.7711564898490906","0.8521897792816162","0.8521897792816162","0.8521897792816162","0.8691263794898987","0.8691263794898987","0.8691263794898987"
"107","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.9976619482040405","0.9976619482040405","0.9976619482040405","0.7716127038002014","0.7716127038002014","0.7716127038002014","0.8476277589797974","0.8476277589797974","0.8476277589797974","0.8732892274856567","0.8732892274856567","0.8732892274856567"
"108","0.7492586374282837","0.7492586374282837","0.7492586374282837","0.9983462691307068","0.9983462691307068","0.9983462691307068","0.775433361530304","0.775433361530304","0.775433361530304","0.8465442657470703","0.8465442657470703","0.8465442657470703","0.8774520754814148","0.8774520754814148","0.8774520754814148"
"109","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9980040788650513","0.9980040788650513","0.9980040788650513","0.7730953693389893","0.7730953693389893","0.7730953693389893","0.8501368761062622","0.8501368761062622","0.8501368761062622","0.8772810101509094","0.8772810101509094","0.8772810101509094"
"110","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.997947096824646","0.997947096824646","0.997947096824646","0.7732093930244446","0.7732093930244446","0.7732093930244446","0.8510492444038391","0.8510492444038391","0.8510492444038391","0.872890055179596","0.872890055179596","0.872890055179596"
"111","0.7496578693389893","0.7496578693389893","0.7496578693389893","0.9984032511711121","0.9984032511711121","0.9984032511711121","0.7711564898490906","0.7711564898490906","0.7711564898490906","0.8482550382614136","0.8482550382614136","0.8482550382614136","0.8740305304527283","0.8740305304527283","0.8740305304527283"
"112","0.7495437860488892","0.7495437860488892","0.7495437860488892","0.998916506767273","0.998916506767273","0.998916506767273","0.7756044864654541","0.7756044864654541","0.7756044864654541","0.85161954164505","0.85161954164505","0.85161954164505","0.8783074617385864","0.8783074617385864","0.8783074617385864"
"113","0.7493156790733337","0.7493156790733337","0.7493156790733337","0.9985743761062622","0.9985743761062622","0.9985743761062622","0.7770871520042419","0.7770871520042419","0.7770871520042419","0.8495665788650513","0.8495665788650513","0.8495665788650513","0.8733462691307068","0.8733462691307068","0.8733462691307068"
"114","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9984602928161621","0.9984602928161621","0.9984602928161621","0.7709283828735352","0.7709283828735352","0.7709283828735352","0.8501938581466675","0.8501938581466675","0.8501938581466675","0.8787066340446472","0.8787066340446472","0.8787066340446472"
"115","0.7494867444038391","0.7494867444038391","0.7494867444038391","0.9985743761062622","0.9985743761062622","0.9985743761062622","0.7729242444038391","0.7729242444038391","0.7729242444038391","0.8535013794898987","0.8535013794898987","0.8535013794898987","0.8746578693389893","0.8746578693389893","0.8746578693389893"
"116","0.7496008276939392","0.7496008276939392","0.7496008276939392","0.9985743761062622","0.9985743761062622","0.9985743761062622","0.775433361530304","0.775433361530304","0.775433361530304","0.8517906069755554","0.8517906069755554","0.8517906069755554","0.8791628479957581","0.8791628479957581","0.8791628479957581"
"117","0.7494297623634338","0.7494297623634338","0.7494297623634338","0.9987454414367676","0.9987454414367676","0.9987454414367676","0.7766309380531311","0.7766309380531311","0.7766309380531311","0.8483120203018188","0.8483120203018188","0.8483120203018188","0.8734032511711121","0.8734032511711121","0.8734032511711121"
"118","0.7497718930244446","0.7497718930244446","0.7497718930244446","0.9986883997917175","0.9986883997917175","0.9986883997917175","0.7748631238937378","0.7748631238937378","0.7748631238937378","0.8481409549713135","0.8481409549713135","0.8481409549713135","0.8746008276939392","0.8746008276939392","0.8746008276939392"
"119","0.7493727207183838","0.7493727207183838","0.7493727207183838","0.9988594651222229","0.9988594651222229","0.9988594651222229","0.7778854966163635","0.7778854966163635","0.7778854966163635","0.8537864685058594","0.8537864685058594","0.8537864685058594","0.8755131959915161","0.8755131959915161","0.8755131959915161"
