"Step","sologroup - train_loss","sologroup - train_loss__MIN","sologroup - train_loss__MAX","feedback no time shift - train_loss","feedback no time shift - train_loss__MIN","feedback no time shift - train_loss__MAX","feedback - train_loss","feedback - train_loss__MIN","feedback - train_loss__MAX","gender - train_loss","gender - train_loss__MIN","gender - train_loss__MAX","friendship - train_loss","friendship - train_loss__MIN","friendship - train_loss__MAX"
"98","0.6713501333493238","0.6713501333493238","0.6713501333493238","0.02570441691544804","0.02570441691544804","0.02570441691544804","0.4816476306776061","0.4816476306776061","0.4816476306776061","0.33840995287373116","0.33840995287373116","0.33840995287373116","0.30240800954999714","0.30240800954999714","0.30240800954999714"
"99","0.6709051299513432","0.6709051299513432","0.6709051299513432","0.017711881303439175","0.017711881303439175","0.017711881303439175","0.48259762951927465","0.48259762951927465","0.48259762951927465","0.341324492962691","0.341324492962691","0.341324492962691","0.30137160920748746","0.30137160920748746","0.30137160920748746"
"100","0.6712424741153828","0.6712424741153828","0.6712424741153828","0.019773486756930386","0.019773486756930386","0.019773486756930386","0.4799951149599396","0.4799951149599396","0.4799951149599396","0.3370598006422502","0.3370598006422502","0.3370598006422502","0.30171902510371523","0.30171902510371523","0.30171902510371523"
"101","0.6710682919150904","0.6710682919150904","0.6710682919150904","0.01989574327956151","0.01989574327956151","0.01989574327956151","0.48038193083157504","0.48038193083157504","0.48038193083157504","0.33476947867957346","0.33476947867957346","0.33476947867957346","0.2990673371475108","0.2990673371475108","0.2990673371475108"
"102","0.6714082238269828","0.6714082238269828","0.6714082238269828","0.015064232540826727","0.015064232540826727","0.015064232540826727","0.47233464596045277","0.47233464596045277","0.47233464596045277","0.33683183767499714","0.33683183767499714","0.33683183767499714","0.29506786374280053","0.29506786374280053","0.29506786374280053"
"103","0.6713369269120065","0.6713369269120065","0.6713369269120065","0.015397407712727568","0.015397407712727568","0.015397407712727568","0.4727916856751825","0.4727916856751825","0.4727916856751825","0.340221126584241","0.340221126584241","0.340221126584241","0.2955130416981495","0.2955130416981495","0.2955130416981495"
"104","0.6708070632309941","0.6708070632309941","0.6708070632309941","0.012575571554420639","0.012575571554420639","0.012575571554420639","0.4717582646947708","0.4717582646947708","0.4717582646947708","0.330052480210353","0.330052480210353","0.330052480210353","0.2862704757356296","0.2862704757356296","0.2862704757356296"
"105","0.6708503856993558","0.6708503856993558","0.6708503856993558","0.012648337078790595","0.012648337078790595","0.012648337078790595","0.4721759879676095","0.4721759879676095","0.4721759879676095","0.33237234519345915","0.33237234519345915","0.33237234519345915","0.2900543769780737","0.2900543769780737","0.2900543769780737"
"106","0.6712236014025951","0.6712236014025951","0.6712236014025951","0.012152506487212913","0.012152506487212913","0.012152506487212913","0.471721844081461","0.471721844081461","0.471721844081461","0.3326311320283987","0.3326311320283987","0.3326311320283987","0.2966340614931427","0.2966340614931427","0.2966340614931427"
"107","0.6712757579067297","0.6712757579067297","0.6712757579067297","0.009933873684736935","0.009933873684736935","0.009933873684736935","0.4731193041279368","0.4731193041279368","0.4731193041279368","0.3323488165862369","0.3323488165862369","0.3323488165862369","0.28587939965463904","0.28587939965463904","0.28587939965463904"
"108","0.6706722326445997","0.6706722326445997","0.6706722326445997","0.008628766032030983","0.008628766032030983","0.008628766032030983","0.46609168505146553","0.46609168505146553","0.46609168505146553","0.3349758621549954","0.3349758621549954","0.3349758621549954","0.28244196759523266","0.28244196759523266","0.28244196759523266"
"109","0.6709459092881944","0.6709459092881944","0.6709459092881944","0.009059515312640336","0.009059515312640336","0.009059515312640336","0.47096820469320255","0.47096820469320255","0.47096820469320255","0.3326094968475565","0.3326094968475565","0.3326094968475565","0.2870856793257442","0.2870856793257442","0.2870856793257442"
"110","0.6711096512643915","0.6711096512643915","0.6711096512643915","0.01011427301560005","0.01011427301560005","0.01011427301560005","0.4698704072158702","0.4698704072158702","0.4698704072158702","0.3323835108402002","0.3323835108402002","0.3323835108402002","0.2897400403544851","0.2897400403544851","0.2897400403544851"
"111","0.6705274972302174","0.6705274972302174","0.6705274972302174","0.005721579938039292","0.005721579938039292","0.005721579938039292","0.4708058155366104","0.4708058155366104","0.4708058155366104","0.33300831370110057","0.33300831370110057","0.33300831370110057","0.28309717665623574","0.28309717665623574","0.28309717665623574"
"112","0.6705330742730035","0.6705330742730035","0.6705330742730035","0.005393589065022712","0.005393589065022712","0.005393589065022712","0.46605125482935106","0.46605125482935106","0.46605125482935106","0.3293372940843123","0.3293372940843123","0.3293372940843123","0.2829609056458856","0.2829609056458856","0.2829609056458856"
"113","0.6709700467293722","0.6709700467293722","0.6709700467293722","0.005591658345104134","0.005591658345104134","0.005591658345104134","0.46281839635250344","0.46281839635250344","0.46281839635250344","0.3337906607746208","0.3337906607746208","0.3337906607746208","0.2853680074650006","0.2853680074650006","0.2853680074650006"
"114","0.6706998055441338","0.6706998055441338","0.6706998055441338","0.006582067395648817","0.006582067395648817","0.006582067395648817","0.46983782914433164","0.46983782914433164","0.46983782914433164","0.3296021231769645","0.3296021231769645","0.3296021231769645","0.27763698048835256","0.27763698048835256","0.27763698048835256"
"115","0.6706739726819491","0.6706739726819491","0.6706739726819491","0.008628501509227893","0.008628501509227893","0.008628501509227893","0.46490147166008494","0.46490147166008494","0.46490147166008494","0.3329490327487027","0.3329490327487027","0.3329490327487027","0.2865418761316007","0.2865418761316007","0.2865418761316007"
"116","0.6702726040667261","0.6702726040667261","0.6702726040667261","0.006881494591705991","0.006881494591705991","0.006881494591705991","0.46549222069065066","0.46549222069065066","0.46549222069065066","0.3274587923592895","0.3274587923592895","0.3274587923592895","0.28077608651488367","0.28077608651488367","0.28077608651488367"
"117","0.6706748650087948","0.6706748650087948","0.6706748650087948","0.00396028704886889","0.00396028704886889","0.00396028704886889","0.4628535918075673","0.4628535918075673","0.4628535918075673","0.3300671821093037","0.3300671821093037","0.3300671821093037","0.2845816229381701","0.2845816229381701","0.2845816229381701"
"118","0.6712179797434668","0.6712179797434668","0.6712179797434668","0.006732270230342002","0.006732270230342002","0.006732270230342002","0.46679027585217553","0.46679027585217553","0.46679027585217553","0.32968874743385035","0.32968874743385035","0.32968874743385035","0.2821840160954608","0.2821840160954608","0.2821840160954608"
"119","0.6708827771638569","0.6708827771638569","0.6708827771638569","0.006155465641160951","0.006155465641160951","0.006155465641160951","0.4595044546753821","0.4595044546753821","0.4595044546753821","0.329179109448064","0.329179109448064","0.329179109448064","0.28233908214708314","0.28233908214708314","0.28233908214708314"
