"Step","sologroup - train_loss","sologroup - train_loss__MIN","sologroup - train_loss__MAX","feedback no time shift - train_loss","feedback no time shift - train_loss__MIN","feedback no time shift - train_loss__MAX","feedback - train_loss","feedback - train_loss__MIN","feedback - train_loss__MAX","gender - train_loss","gender - train_loss__MIN","gender - train_loss__MAX","friendship - train_loss","friendship - train_loss__MIN","friendship - train_loss__MAX"
"19","0.6732751500536824","0.6732751500536824","0.6732751500536824","0.5583491638629106","0.5583491638629106","0.5583491638629106","0.6040779726348654","0.6040779726348654","0.6040779726348654","0.5867382522917142","0.5867382522917142","0.5867382522917142","0.5458807840834569","0.5458807840834569","0.5458807840834569"
"20","0.673042877375731","0.673042877375731","0.673042877375731","0.5519125165730497","0.5519125165730497","0.5519125165730497","0.5971799975764143","0.5971799975764143","0.5971799975764143","0.5827879522838731","0.5827879522838731","0.5827879522838731","0.5387757015924384","0.5387757015924384","0.5387757015924384"
"21","0.6733089692411367","0.6733089692411367","0.6733089692411367","0.5436114011889827","0.5436114011889827","0.5436114011889827","0.589968326318003","0.589968326318003","0.589968326318003","0.5749356903298928","0.5749356903298928","0.5749356903298928","0.526639339697622","0.526639339697622","0.526639339697622"
"22","0.6733397099009731","0.6733397099009731","0.6733397099009731","0.5387237437450103","0.5387237437450103","0.5387237437450103","0.5909788034258098","0.5909788034258098","0.5909788034258098","0.5624223695184193","0.5624223695184193","0.5624223695184193","0.5232124050168225","0.5232124050168225","0.5232124050168225"
"23","0.6728970265527915","0.6728970265527915","0.6728970265527915","0.537422402931826","0.537422402931826","0.537422402931826","0.583234967976591","0.583234967976591","0.583234967976591","0.5353712652721544","0.5353712652721544","0.5353712652721544","0.5142385663777372","0.5142385663777372","0.5142385663777372"
"24","0.673152722810444","0.673152722810444","0.673152722810444","0.5235854657026973","0.5235854657026973","0.5235854657026973","0.5825107323862341","0.5825107323862341","0.5825107323862341","0.5146210385065009","0.5146210385065009","0.5146210385065009","0.5002867427185504","0.5002867427185504","0.5002867427185504"
"25","0.6731606645193714","0.6731606645193714","0.6731606645193714","0.5181718812371693","0.5181718812371693","0.5181718812371693","0.580227538616988","0.580227538616988","0.580227538616988","0.49873791993969546","0.49873791993969546","0.49873791993969546","0.4980365168439211","0.4980365168439211","0.4980365168439211"
"26","0.6730154383252238","0.6730154383252238","0.6730154383252238","0.5124103518298072","0.5124103518298072","0.5124103518298072","0.5753990785918967","0.5753990785918967","0.5753990785918967","0.4904967259316549","0.4904967259316549","0.4904967259316549","0.48856910649877394","0.48856910649877394","0.48856910649877394"
"27","0.6729321842305145","0.6729321842305145","0.6729321842305145","0.5094674103451471","0.5094674103451471","0.5094674103451471","0.5745778327440694","0.5745778327440694","0.5745778327440694","0.48032451546105154","0.48032451546105154","0.48032451546105154","0.48916442202825616","0.48916442202825616","0.48916442202825616"
"28","0.6729422675238715","0.6729422675238715","0.6729422675238715","0.49467652035455634","0.49467652035455634","0.49467652035455634","0.5714893201841925","0.5714893201841925","0.5714893201841925","0.4730071464594263","0.4730071464594263","0.4730071464594263","0.47537805042127623","0.47537805042127623","0.47537805042127623"
"29","0.6732586420070358","0.6732586420070358","0.6732586420070358","0.49613457004519274","0.49613457004519274","0.49613457004519274","0.5711872629875684","0.5711872629875684","0.5711872629875684","0.46269457183615137","0.46269457183615137","0.46269457183615137","0.4689902980832288","0.4689902980832288","0.4689902980832288"
"30","0.6729719373914931","0.6729719373914931","0.6729719373914931","0.48739707556954265","0.48739707556954265","0.48739707556954265","0.5686574782768306","0.5686574782768306","0.5686574782768306","0.4664863809181826","0.4664863809181826","0.4664863809181826","0.4751138617522525","0.4751138617522525","0.4751138617522525"
"31","0.6731524997287326","0.6731524997287326","0.6731524997287326","0.47440020707401914","0.47440020707401914","0.47440020707401914","0.5716362834846886","0.5716362834846886","0.5716362834846886","0.4532958260417855","0.4532958260417855","0.4532958260417855","0.4826730881294195","0.4826730881294195","0.4826730881294195"
"32","0.6728900664033945","0.6728900664033945","0.6728900664033945","0.47051144342352874","0.47051144342352874","0.47051144342352874","0.5661072000099795","0.5661072000099795","0.5661072000099795","0.45994384097356866","0.45994384097356866","0.45994384097356866","0.46127266431376884","0.46127266431376884","0.46127266431376884"
"33","0.6731087757132904","0.6731087757132904","0.6731087757132904","0.4608735690151688","0.4608735690151688","0.4608735690151688","0.5676170961700217","0.5676170961700217","0.5676170961700217","0.4496729495751597","0.4496729495751597","0.4496729495751597","0.4539320451499772","0.4539320451499772","0.4539320451499772"
"34","0.6734061882509823","0.6734061882509823","0.6734061882509823","0.45216837416600136","0.45216837416600136","0.45216837416600136","0.5679699974338503","0.5679699974338503","0.5679699974338503","0.4487921164853729","0.4487921164853729","0.4487921164853729","0.4475214603173472","0.4475214603173472","0.4475214603173472"
"35","0.6730961492884229","0.6730961492884229","0.6730961492884229","0.4396129246175724","0.4396129246175724","0.4396129246175724","0.5606144257705578","0.5606144257705578","0.5606144257705578","0.44699247040017676","0.44699247040017676","0.44699247040017676","0.43772022219469947","0.43772022219469947","0.43772022219469947"
"36","0.6731043586954039","0.6731043586954039","0.6731043586954039","0.43745433501083486","0.43745433501083486","0.43745433501083486","0.5647646493285242","0.5647646493285242","0.5647646493285242","0.44623340133332856","0.44623340133332856","0.44623340133332856","0.44778161153306056","0.44778161153306056","0.44778161153306056"
"37","0.6729432936997441","0.6729432936997441","0.6729432936997441","0.42082590256294194","0.42082590256294194","0.42082590256294194","0.5573904775354984","0.5573904775354984","0.5573904775354984","0.42920943768355097","0.42920943768355097","0.42920943768355097","0.44230250894588274","0.44230250894588274","0.44230250894588274"
"38","0.6727733946683114","0.6727733946683114","0.6727733946683114","0.41495711612005304","0.41495711612005304","0.41495711612005304","0.5602047217153284","0.5602047217153284","0.5602047217153284","0.43766311311373746","0.43766311311373746","0.43766311311373746","0.43380586944357324","0.43380586944357324","0.43380586944357324"
"39","0.6730933384588588","0.6730933384588588","0.6730933384588588","0.41098852227204036","0.41098852227204036","0.41098852227204036","0.5596906564531535","0.5596906564531535","0.5596906564531535","0.43038803991610114","0.43038803991610114","0.43038803991610114","0.4361991603879163","0.4361991603879163","0.4361991603879163"
"40","0.6728375083521793","0.6728375083521793","0.6728375083521793","0.3931836316185276","0.3931836316185276","0.3931836316185276","0.5663895989856581","0.5663895989856581","0.5663895989856581","0.4419601329051665","0.4419601329051665","0.4419601329051665","0.43298092027650265","0.43298092027650265","0.43298092027650265"
"41","0.6727746885422378","0.6727746885422378","0.6727746885422378","0.3785188772382527","0.3785188772382527","0.3785188772382527","0.5587515169686644","0.5587515169686644","0.5587515169686644","0.427028544627837","0.427028544627837","0.427028544627837","0.4434732033388458","0.4434732033388458","0.4434732033388458"
"42","0.6732715807462993","0.6732715807462993","0.6732715807462993","0.37617403573363367","0.37617403573363367","0.37617403573363367","0.5561575785170506","0.5561575785170506","0.5561575785170506","0.424092090912979","0.424092090912979","0.424092090912979","0.431571403559107","0.431571403559107","0.431571403559107"
"43","0.6732473986887793","0.6732473986887793","0.6732473986887793","0.37338173302420735","0.37338173302420735","0.37338173302420735","0.552391442069172","0.552391442069172","0.552391442069172","0.41829294357856694","0.41829294357856694","0.41829294357856694","0.42089492909229587","0.42089492909229587","0.42089492909229587"
"44","0.67296836808411","0.67296836808411","0.67296836808411","0.35444947402842725","0.35444947402842725","0.35444947402842725","0.5494406484339359","0.5494406484339359","0.5494406484339359","0.4232035170506387","0.4232035170506387","0.4232035170506387","0.42183688087184934","0.42183688087184934","0.42183688087184934"
"45","0.6729687696311906","0.6729687696311906","0.6729687696311906","0.3439156748082516","0.3439156748082516","0.3439156748082516","0.5516305074204494","0.5516305074204494","0.5516305074204494","0.41718723826164744","0.41718723826164744","0.41718723826164744","0.42535358623866615","0.42535358623866615","0.42535358623866615"
"46","0.6729756405479029","0.6729756405479029","0.6729756405479029","0.32481715626960256","0.32481715626960256","0.32481715626960256","0.5558888790381216","0.5558888790381216","0.5558888790381216","0.4235348666671419","0.4235348666671419","0.4235348666671419","0.41851750951613825","0.41851750951613825","0.41851750951613825"
"47","0.6731988561083699","0.6731988561083699","0.6731988561083699","0.32595777859652997","0.32595777859652997","0.32595777859652997","0.5535994480996236","0.5535994480996236","0.5535994480996236","0.41597486064381844","0.41597486064381844","0.41597486064381844","0.4197641637203467","0.4197641637203467","0.4197641637203467"
"48","0.6728507594058388","0.6728507594058388","0.6728507594058388","0.30818126149421193","0.30818126149421193","0.30818126149421193","0.551841178949732","0.551841178949732","0.551841178949732","0.4106075537465785","0.4106075537465785","0.4106075537465785","0.4160435808836109","0.4160435808836109","0.4160435808836109"
"49","0.6730696917974461","0.6730696917974461","0.6730696917974461","0.29962213892136175","0.29962213892136175","0.29962213892136175","0.55169299049099","0.55169299049099","0.55169299049099","0.4092702378321738","0.4092702378321738","0.4092702378321738","0.42786218128065123","0.42786218128065123","0.42786218128065123"
"50","0.6734938593635782","0.6734938593635782","0.6734938593635782","0.2839922382883782","0.2839922382883782","0.2839922382883782","0.552361871204237","0.552361871204237","0.552361871204237","0.40855274061216923","0.40855274061216923","0.40855274061216923","0.4263668477970318","0.4263668477970318","0.4263668477970318"
"51","0.6730229338707282","0.6730229338707282","0.6730229338707282","0.2848903628161354","0.2848903628161354","0.2848903628161354","0.551186164800268","0.551186164800268","0.551186164800268","0.41416892170035924","0.41416892170035924","0.41416892170035924","0.4059782097809506","0.4059782097809506","0.4059782097809506"
"52","0.6729089837325247","0.6729089837325247","0.6729089837325247","0.2733803073855212","0.2733803073855212","0.2733803073855212","0.5495495761397982","0.5495495761397982","0.5495495761397982","0.40536841510856236","0.40536841510856236","0.40536841510856236","0.41696019416307883","0.41696019416307883","0.41696019416307883"
"53","0.6731310838844344","0.6731310838844344","0.6731310838844344","0.25428426700786955","0.25428426700786955","0.25428426700786955","0.543859105910698","0.543859105910698","0.543859105910698","0.4056451338051009","0.4056451338051009","0.4056451338051009","0.4152718425667199","0.4152718425667199","0.4152718425667199"
"54","0.6729900070101197","0.6729900070101197","0.6729900070101197","0.24702784962897753","0.24702784962897753","0.24702784962897753","0.5401244894431455","0.5401244894431455","0.5401244894431455","0.3952769815486713","0.3952769815486713","0.3952769815486713","0.39775533745758723","0.39775533745758723","0.39775533745758723"
"55","0.6731543289987665","0.6731543289987665","0.6731543289987665","0.2387479239136633","0.2387479239136633","0.2387479239136633","0.5391497646805143","0.5391497646805143","0.5391497646805143","0.3980301348832402","0.3980301348832402","0.3980301348832402","0.40967757510442804","0.40967757510442804","0.40967757510442804"
"56","0.6731424164353755","0.6731424164353755","0.6731424164353755","0.22369407041229472","0.22369407041229472","0.22369407041229472","0.5418001717894617","0.5418001717894617","0.5418001717894617","0.3970063759462677","0.3970063759462677","0.3970063759462677","0.39036612963154366","0.39036612963154366","0.39036612963154366"
"57","0.6731337162486294","0.6731337162486294","0.6731337162486294","0.21502408494044395","0.21502408494044395","0.21502408494044395","0.5425416152842724","0.5425416152842724","0.5425416152842724","0.3938792987461508","0.3938792987461508","0.3938792987461508","0.39933278438818715","0.39933278438818715","0.39933278438818715"
"58","0.6729594448156524","0.6729594448156524","0.6729594448156524","0.19816532274232293","0.19816532274232293","0.19816532274232293","0.5420003180956319","0.5420003180956319","0.5420003180956319","0.3942275221330406","0.3942275221330406","0.3942275221330406","0.3868038428090785","0.3868038428090785","0.3868038428090785"
"59","0.6730869583219116","0.6730869583219116","0.6730869583219116","0.1926647520413364","0.1926647520413364","0.1926647520413364","0.533187699143904","0.533187699143904","0.533187699143904","0.3834865041022753","0.3834865041022753","0.3834865041022753","0.3847461895350992","0.3847461895350992","0.3847461895350992"
"60","0.6729933978521336","0.6729933978521336","0.6729933978521336","0.18115256650604472","0.18115256650604472","0.18115256650604472","0.5350718811480668","0.5350718811480668","0.5350718811480668","0.3899557851526859","0.3899557851526859","0.3899557851526859","0.37736204940907275","0.37736204940907275","0.37736204940907275"
"61","0.6727518449749863","0.6727518449749863","0.6727518449749863","0.17067969106409672","0.17067969106409672","0.17067969106409672","0.5361061374636462","0.5361061374636462","0.5361061374636462","0.3843030720731638","0.3843030720731638","0.3843030720731638","0.3863501165905138","0.3863501165905138","0.3863501165905138"
"62","0.6728134155273438","0.6728134155273438","0.6728134155273438","0.17275084892328638","0.17275084892328638","0.17275084892328638","0.5336031948562956","0.5336031948562956","0.5336031948562956","0.3848769751778484","0.3848769751778484","0.3848769751778484","0.3807830253656763","0.3807830253656763","0.3807830253656763"
"63","0.6728664643583242","0.6728664643583242","0.6728664643583242","0.16032056042747775","0.16032056042747775","0.16032056042747775","0.527410743880446","0.527410743880446","0.527410743880446","0.3845011021969092","0.3845011021969092","0.3845011021969092","0.3837199802816349","0.3837199802816349","0.3837199802816349"
"64","0.6728988558228253","0.6728988558228253","0.6728988558228253","0.1484532739124159","0.1484532739124159","0.1484532739124159","0.5306791319464245","0.5306791319464245","0.5306791319464245","0.38381172792754903","0.38381172792754903","0.38381172792754903","0.37871623909386404","0.37871623909386404","0.37871623909386404"
"65","0.6725890845583197","0.6725890845583197","0.6725890845583197","0.14317472137673928","0.14317472137673928","0.14317472137673928","0.5290968400718522","0.5290968400718522","0.5290968400718522","0.3762060569150604","0.3762060569150604","0.3762060569150604","0.3821462366702783","0.3821462366702783","0.3821462366702783"
"66","0.6728593257435581","0.6728593257435581","0.6728593257435581","0.13652482694082888","0.13652482694082888","0.13652482694082888","0.5281581460994526","0.5281581460994526","0.5281581460994526","0.3727893690123175","0.3727893690123175","0.3727893690123175","0.3693574223205121","0.3693574223205121","0.3693574223205121"
"67","0.6729964317634092","0.6729964317634092","0.6729964317634092","0.12654591302802093","0.12654591302802093","0.12654591302802093","0.5246293005281991","0.5246293005281991","0.5246293005281991","0.37747562714736826","0.37747562714736826","0.37747562714736826","0.3804105772589245","0.3804105772589245","0.3804105772589245"
"68","0.672729804501896","0.672729804501896","0.672729804501896","0.12784375935575387","0.12784375935575387","0.12784375935575387","0.5212812771762374","0.5212812771762374","0.5212812771762374","0.37963006792277315","0.37963006792277315","0.37963006792277315","0.3705291191156763","0.3705291191156763","0.3705291191156763"
"69","0.6727454648380391","0.6727454648380391","0.6727454648380391","0.11682585556141652","0.11682585556141652","0.11682585556141652","0.5248117934178261","0.5248117934178261","0.5248117934178261","0.37935106597677637","0.37935106597677637","0.37935106597677637","0.3676750572928547","0.3676750572928547","0.3676750572928547"
"70","0.672133239389163","0.672133239389163","0.672133239389163","0.11046940044765055","0.11046940044765055","0.11046940044765055","0.5196968691192404","0.5196968691192404","0.5196968691192404","0.37310490294964643","0.37310490294964643","0.37310490294964643","0.3600250578274692","0.3600250578274692","0.3600250578274692"
"71","0.6726329424227887","0.6726329424227887","0.6726329424227887","0.10429215953297859","0.10429215953297859","0.10429215953297859","0.5170058090321339","0.5170058090321339","0.5170058090321339","0.36920736827989564","0.36920736827989564","0.36920736827989564","0.3582237689164433","0.3582237689164433","0.3582237689164433"
"72","0.6724914193850512","0.6724914193850512","0.6724914193850512","0.10896407774765127","0.10896407774765127","0.10896407774765127","0.519018131451015","0.519018131451015","0.519018131451015","0.36933589851769216","0.36933589851769216","0.36933589851769216","0.3576267270276146","0.3576267270276146","0.3576267270276146"
"73","0.6724590279205501","0.6724590279205501","0.6724590279205501","0.09444211695316064","0.09444211695316064","0.09444211695316064","0.5149026021470119","0.5149026021470119","0.5149026021470119","0.3736627954636177","0.3736627954636177","0.3736627954636177","0.3506064032116076","0.3506064032116076","0.3506064032116076"
"74","0.6722390693530702","0.6722390693530702","0.6722390693530702","0.0905139115605041","0.0905139115605041","0.0905139115605041","0.5153263398330578","0.5153263398330578","0.5153263398330578","0.3739789698245752","0.3739789698245752","0.3739789698245752","0.3581872369251112","0.3581872369251112","0.3581872369251112"
"75","0.6724855300278691","0.6724855300278691","0.6724855300278691","0.08482928867757755","0.08482928867757755","0.08482928867757755","0.518231579857151","0.518231579857151","0.518231579857151","0.367575095517792","0.367575095517792","0.367575095517792","0.35285743657689894","0.35285743657689894","0.35285743657689894"
"76","0.6724438583641722","0.6724438583641722","0.6724438583641722","0.07972736080197522","0.07972736080197522","0.07972736080197522","0.5152134582074019","0.5152134582074019","0.5152134582074019","0.36651566776916056","0.36651566776916056","0.36651566776916056","0.3509988993623831","0.3509988993623831","0.3509988993623831"
"77","0.6721774541843705","0.6721774541843705","0.6721774541843705","0.08013159341185633","0.08013159341185633","0.08013159341185633","0.5105045624893078","0.5105045624893078","0.5105045624893078","0.3646928828998204","0.3646928828998204","0.3646928828998204","0.3481341730939211","0.3481341730939211","0.3481341730939211"
"78","0.6722528558028372","0.6722528558028372","0.6722528558028372","0.07241343755791657","0.07241343755791657","0.07241343755791657","0.5092198726904653","0.5092198726904653","0.5092198726904653","0.3669036531100308","0.3669036531100308","0.3669036531100308","0.3396117495794366","0.3396117495794366","0.3396117495794366"
"79","0.6721732156318531","0.6721732156318531","0.6721732156318531","0.0715109205594028","0.0715109205594028","0.0715109205594028","0.5089390330070996","0.5089390330070996","0.5089390330070996","0.36028409526295907","0.36028409526295907","0.36028409526295907","0.339248963516124","0.339248963516124","0.339248963516124"
"80","0.6722637421903555","0.6722637421903555","0.6722637421903555","0.07463627836129962","0.07463627836129962","0.07463627836129962","0.5047982765810333","0.5047982765810333","0.5047982765810333","0.3626449195137859","0.3626449195137859","0.3626449195137859","0.33367182042476906","0.33367182042476906","0.33367182042476906"
"81","0.67207389965392","0.67207389965392","0.67207389965392","0.0621943299787758","0.0621943299787758","0.0621943299787758","0.5054745082437557","0.5054745082437557","0.5054745082437557","0.3600836983562386","0.3600836983562386","0.3600836983562386","0.33634021508432654","0.33634021508432654","0.33634021508432654"
"82","0.6719830161646793","0.6719830161646793","0.6719830161646793","0.05584021728404247","0.05584021728404247","0.05584021728404247","0.5087317028184877","0.5087317028184877","0.5087317028184877","0.35111528939574305","0.35111528939574305","0.35111528939574305","0.3351063415081832","0.3351063415081832","0.3351063415081832"
"83","0.6719915825023985","0.6719915825023985","0.6719915825023985","0.05956851652938954","0.05956851652938954","0.05956851652938954","0.5025371913492245","0.5025371913492245","0.5025371913492245","0.3609612457943659","0.3609612457943659","0.3609612457943659","0.3347761613609147","0.3347761613609147","0.3347761613609147"
"84","0.6722255952176992","0.6722255952176992","0.6722255952176992","0.058923568168695824","0.058923568168695824","0.058923568168695824","0.4987304019231866","0.4987304019231866","0.4987304019231866","0.35456079636177007","0.35456079636177007","0.35456079636177007","0.3333187799384124","0.3333187799384124","0.3333187799384124"
"85","0.6721396195261102","0.6721396195261102","0.6721396195261102","0.05390258775140247","0.05390258775140247","0.05390258775140247","0.5031257685083542","0.5031257685083542","0.5031257685083542","0.3542449004458685","0.3542449004458685","0.3542449004458685","0.32788528665138855","0.32788528665138855","0.32788528665138855"
"86","0.6722731562385782","0.6722731562385782","0.6722731562385782","0.0460464240860765","0.0460464240860765","0.0460464240860765","0.49398475145771553","0.49398475145771553","0.49398475145771553","0.3557512325091954","0.3557512325091954","0.3557512325091954","0.3194748815828866","0.3194748815828866","0.3194748815828866"
"87","0.6722633406432749","0.6722633406432749","0.6722633406432749","0.045862497204411636","0.045862497204411636","0.045862497204411636","0.4947527029218465","0.4947527029218465","0.4947527029218465","0.3508337257552321","0.3508337257552321","0.3508337257552321","0.32551076290381215","0.32551076290381215","0.32551076290381215"
"88","0.6715590716802586","0.6715590716802586","0.6715590716802586","0.04527446649370402","0.04527446649370402","0.04527446649370402","0.49956217299412636","0.49956217299412636","0.49956217299412636","0.3492984075615876","0.3492984075615876","0.3492984075615876","0.3169054462961907","0.3169054462961907","0.3169054462961907"
"89","0.6718722337867782","0.6718722337867782","0.6718722337867782","0.039205004699038766","0.039205004699038766","0.039205004699038766","0.49467551795235515","0.49467551795235515","0.49467551795235515","0.34911875481153054","0.34911875481153054","0.34911875481153054","0.31820567332915145","0.31820567332915145","0.31820567332915145"
"90","0.6717626114337765","0.6717626114337765","0.6717626114337765","0.04053177798751497","0.04053177798751497","0.04053177798751497","0.490823007848141","0.490823007848141","0.490823007848141","0.3421582966825388","0.3421582966825388","0.3421582966825388","0.31877637431569344","0.31877637431569344","0.31877637431569344"
"91","0.6713874772278189","0.6713874772278189","0.6713874772278189","0.04107653833653805","0.04107653833653805","0.04107653833653805","0.4929929858576642","0.4929929858576642","0.4929929858576642","0.34696191940864507","0.34696191940864507","0.34696191940864507","0.31611301951164744","0.31611301951164744","0.31611301951164744"
"92","0.6717981260422378","0.6717981260422378","0.6717981260422378","0.036894126530111274","0.036894126530111274","0.036894126530111274","0.48952161134594546","0.48952161134594546","0.48952161134594546","0.35185742900319344","0.35185742900319344","0.35185742900319344","0.31199877105490137","0.31199877105490137","0.31199877105490137"
"93","0.6716483935975192","0.6716483935975192","0.6716483935975192","0.03370243267421305","0.03370243267421305","0.03370243267421305","0.4867067545869925","0.4867067545869925","0.4867067545869925","0.34646353060311647","0.34646353060311647","0.34646353060311647","0.3108529696499344","0.3108529696499344","0.3108529696499344"
"94","0.6715937831945586","0.6715937831945586","0.6715937831945586","0.027534230782167754","0.027534230782167754","0.027534230782167754","0.48761080999444","0.48761080999444","0.48761080999444","0.34439390419173416","0.34439390419173416","0.34439390419173416","0.30949449191128253","0.30949449191128253","0.30949449191128253"
"95","0.6714451661583973","0.6714451661583973","0.6714451661583973","0.02818804761789141","0.02818804761789141","0.02818804761789141","0.4830075563305486","0.4830075563305486","0.4830075563305486","0.34305600354271215","0.34305600354271215","0.34305600354271215","0.30504705610066435","0.30504705610066435","0.30504705610066435"
"96","0.6716899314121894","0.6716899314121894","0.6716899314121894","0.026855989094198184","0.026855989094198184","0.026855989094198184","0.48135916159970915","0.48135916159970915","0.48135916159970915","0.3413374963468009","0.3413374963468009","0.3413374963468009","0.31347060377580405","0.31347060377580405","0.31347060377580405"
"97","0.6707928306178043","0.6707928306178043","0.6707928306178043","0.024022241578484975","0.024022241578484975","0.024022241578484975","0.4823458594997434","0.4823458594997434","0.4823458594997434","0.3406657198049726","0.3406657198049726","0.3406657198049726","0.30618180323691263","0.30618180323691263","0.30618180323691263"
